ID,Query,Expected_Route,Predicted_Route,Route_Correct,Expected_Complexity,Predicted_Complexity,Ambiguity_Type,Expected_Flag,Predicted_Flag_OK,Stage1_Route,Stage1_Confidence,Stage2,Stage2_Override,Stage2_Override_Reason,Clarify_Question,Reasoning_Steps,Parse_Error,Latency_ms
clarify_eval_085,Ông ấy có quyền yêu cầu bồi thường theo quy định không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Ông ấy' và cụm từ 'quy định' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu hoàn toàn retrieval target (chủ thể, đối tượng, lĩnh vực, văn bản) khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp thêm thông tin về 'Ông ấy' (ví dụ: tên, vai trò, mối quan hệ) và 'quy định' cụ thể mà bạn đang đề cập (ví dụ: tên văn bản, số hiệu, hoặc lĩnh vực pháp lý liên quan) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi thiếu chủ thể cụ thể do sử dụng đại từ 'Ông ấy' mà không có ngữ cảnh tham chiếu. | Xác định câu hỏi thiếu đối tượng pháp lý cụ thể do cụm từ 'quy định' không chỉ rõ văn bản, điều khoản hay lĩnh vực nào.",,3408.61
clarify_eval_086,Bà ấy có được miễn hoặc giảm nghĩa vụ đó không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay đối tượng pháp lý liên quan, dẫn đến thiếu retrieval target nghiêm trọng.",Vui lòng cung cấp thêm thông tin về chủ thể (ai là 'bà ấy') và nội dung cụ thể của 'nghĩa vụ đó' để tôi có thể tra cứu quy định pháp lý chính xác.,"Xác định câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có ngữ cảnh tiền đề. | Nhận thấy không có thông tin về chủ thể, hành vi hoặc văn bản pháp lý cụ thể để thực hiện truy xuất.",,2926.01
clarify_eval_087,Họ phải gửi văn bản này cho cơ quan nào?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi sử dụng đại từ 'Họ' và 'văn bản này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu retrieval target nghiêm trọng.,Bạn vui lòng cung cấp thêm thông tin về 'Họ' (chủ thể cụ thể là ai?) và 'văn bản này' (tên hoặc số hiệu văn bản pháp lý nào?) để tôi có thể hỗ trợ chính xác.,"Xác định câu hỏi chứa đại từ 'Họ' và danh từ 'văn bản này' nhưng không có ngữ cảnh tiền đề. | Không thể xác định chủ thể, hành vi hay văn bản pháp lý cụ thể để thực hiện truy xuất thông tin.",,2982.5
clarify_eval_088,Người đó có bị xử phạt trong trường hợp này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Người đó' và cụm từ 'trong trường hợp này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay tình huống pháp lý đang được đề cập. Thiếu hoàn toàn retrieval target (chủ thể, hành vi, văn bản pháp lý) khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp thêm thông tin về 'người đó' (ví dụ: tên, vai trò) và mô tả chi tiết 'trường hợp này' (hành vi cụ thể, văn bản pháp lý liên quan) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Người đó' và tham chiếu 'trường hợp này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu hoàn toàn thông tin về chủ thể, hành vi vi phạm hoặc văn bản pháp lý liên quan, không thể thực hiện truy xuất.",,3830.46
clarify_eval_089,Bên đó có phải chịu trách nhiệm theo hợp đồng không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Bên đó' và 'hợp đồng' nhưng không có ngữ cảnh hội thoại hoặc thông tin cụ thể nào để xác định chủ thể, đối tượng hợp đồng hoặc nội dung liên quan. Thiếu hoàn toàn retrieval target.","Bạn vui lòng cung cấp thêm thông tin về 'Bên đó' (ví dụ: tên công ty, cá nhân) và nội dung chính của 'hợp đồng' hoặc tình huống cụ thể để tôi có thể xác định trách nhiệm pháp lý chính xác.","Xác định câu hỏi thiếu chủ thể cụ thể ('Bên đó') và đối tượng ('hợp đồng') do không có lịch sử hội thoại. | Đại từ 'đó' không thể được giải quyết trong ngữ cảnh hiện tại, khiến câu hỏi không thể truy xuất thông tin pháp lý chính xác.",,3109.4
clarify_eval_090,Cơ quan đó có thẩm quyền giải quyết việc này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi sử dụng đại từ 'Cơ quan đó' và 'việc này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc sự việc đang được đề cập. Thiếu retrieval target nghiêm trọng khiến việc truy xuất thông tin pháp lý chính xác là không thể.,"Bạn vui lòng cung cấp thêm thông tin về 'việc này' (tên sự việc, lĩnh vực pháp lý) và 'cơ quan đó' (tên cơ quan hoặc vai trò cụ thể) để tôi có thể xác định thẩm quyền giải quyết chính xác.","Xác định câu hỏi chứa đại từ 'Cơ quan đó' và 'việc này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu thông tin về chủ thể, hành vi hoặc lĩnh vực pháp lý cần tra cứu. | Kết luận câu hỏi không thể trả lời nếu không làm rõ đối tượng và sự việc.",,3333.18
clarify_eval_091,Ông ấy có quyền yêu cầu bồi thường theo quy định không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Ông ấy' và cụm từ 'quy định' mà không có ngữ cảnh hội thoại hoặc thông tin cụ thể về chủ thể, hành vi, hoặc văn bản pháp luật liên quan. Điều này khiến câu hỏi thiếu 'retrieval target' nghiêm trọng, không thể xác định được lĩnh vực pháp lý hay văn bản cần tra cứu.","Bạn vui lòng cung cấp thêm thông tin về 'Ông ấy' (ví dụ: tên, vai trò, mối quan hệ) và 'quy định' cụ thể mà bạn đang đề cập (ví dụ: tên văn bản, lĩnh vực pháp lý, hoặc tình huống cụ thể) để tôi có thể hỗ trợ chính xác.",Xác định câu hỏi thiếu chủ thể cụ thể (chỉ dùng đại từ 'Ông ấy') và thiếu đối tượng pháp lý cụ thể (chỉ dùng 'quy định' chung chung). | Kiểm tra lịch sử hội thoại: không có dữ liệu nào để giải quyết các đại từ hoặc tham chiếu mơ hồ này. | Kết luận: Câu hỏi không thể được trả lời hoặc truy xuất thông tin chính xác mà không có thêm thông tin làm rõ.,,3762.42
clarify_eval_092,Bà ấy có được miễn hoặc giảm nghĩa vụ đó không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay đối tượng pháp lý liên quan, dẫn đến thiếu retrieval target nghiêm trọng.",Vui lòng cung cấp thông tin về chủ thể (ai là 'bà ấy') và nội dung cụ thể của 'nghĩa vụ đó' để tôi có thể tra cứu quy định pháp lý phù hợp.,"Xác định câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có ngữ cảnh tiền đề. | Nhận thấy không có thông tin về chủ thể, hành vi hoặc văn bản pháp lý cụ thể để thực hiện truy xuất.",,2926.07
clarify_eval_093,Họ phải gửi văn bản này cho cơ quan nào?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu retrieval target nghiêm trọng.,"Bạn vui lòng cung cấp thêm thông tin về chủ thể ('Họ' là ai?) và văn bản pháp lý cụ thể ('văn bản này' là văn bản nào, số hiệu ra sao?) để tôi có thể hỗ trợ chính xác?",Xác định câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có ngữ cảnh tiền đề. | Không thể xác định chủ thể hay văn bản pháp lý cần tra cứu do thiếu thông tin.,,2898.25
clarify_eval_094,Người đó có bị xử phạt trong trường hợp này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Người đó' và cụm từ 'trường hợp này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay tình huống pháp lý đang được đề cập. Thiếu hoàn toàn retrieval target (chủ thể, hành vi, văn bản pháp lý) khiến hệ thống không thể thực hiện truy xuất thông tin.","Bạn vui lòng cung cấp thêm thông tin về 'người đó' (ví dụ: tên, vai trò) và mô tả chi tiết về 'trường hợp này' (hành vi cụ thể, bối cảnh sự việc) để tôi có thể tra cứu quy định pháp lý chính xác.","Xác định câu hỏi chứa đại từ 'Người đó' và tham chiếu 'trường hợp này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu hoàn toàn thông tin về chủ thể, hành vi vi phạm hoặc văn bản pháp lý liên quan, không thể xác định nguồn luật cần truy xuất.",,3365.6
clarify_eval_095,Bên đó có phải chịu trách nhiệm theo hợp đồng không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Bên đó' và cụm từ 'theo hợp đồng' nhưng không cung cấp bất kỳ ngữ cảnh nào (lịch sử hội thoại trống, không có số hiệu văn bản, không có mô tả hành vi cụ thể). Thiếu hoàn toàn 'retrieval target' để xác định hợp đồng nào, bên nào, và hành vi cụ thể nào đang được đề cập, khiến việc truy xuất thông tin pháp lý là không thể.","Bạn vui lòng cung cấp thêm thông tin về hợp đồng cụ thể (ví dụ: tên hợp đồng, số hiệu văn bản) và hành vi cụ thể mà 'Bên đó' đã thực hiện để tôi có thể xác định trách nhiệm pháp lý chính xác.","Xác định câu hỏi thiếu ngữ cảnh hoàn toàn do lịch sử hội thoại trống. | Nhận diện đại từ 'Bên đó' và danh từ 'hợp đồng' không được định danh cụ thể, không thể xác định văn bản pháp lý hoặc sự kiện liên quan.",,3414.24
clarify_eval_096,Cơ quan đó có thẩm quyền giải quyết việc này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Cơ quan đó' và 'việc này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định đối tượng cụ thể. Thiếu retrieval target nghiêm trọng (không biết lĩnh vực, hành vi, hoặc văn bản pháp lý nào được nhắc đến), không thể thực hiện truy xuất hoặc suy luận pháp lý chính xác.","Bạn vui lòng cung cấp thêm thông tin về 'việc này' (lĩnh vực, hành vi cụ thể) và 'cơ quan đó' (tên cơ quan hoặc văn bản pháp lý liên quan) để tôi có thể xác định thẩm quyền giải quyết chính xác.","Xác định câu hỏi chứa đại từ 'đó' và 'này' nhưng không có ngữ cảnh hội thoại hoặc thông tin tiền đề. | Kết luận thiếu hoàn toàn đối tượng pháp lý (lĩnh vực, hành vi, văn bản) cần truy xuất để xác định thẩm quyền.",,3291.91
clarify_eval_097,Ông ấy có quyền yêu cầu bồi thường theo quy định không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Ông ấy' và cụm từ 'quy định' nhưng không có ngữ cảnh hội thoại hoặc thông tin cụ thể nào (như tên văn bản, số hiệu, lĩnh vực, hoặc hành vi cụ thể) để xác định chủ thể và cơ sở pháp lý cần tra cứu. Đây là trường hợp thiếu retrieval target nghiêm trọng.","Bạn vui lòng cung cấp thêm thông tin về 'Ông ấy' (ví dụ: tên, vai trò, hoặc tình huống cụ thể) và 'quy định' mà bạn đang đề cập (ví dụ: tên văn bản, số hiệu, hoặc lĩnh vực pháp lý liên quan) để tôi có thể hỗ trợ chính xác.",Xác định câu hỏi thiếu chủ thể cụ thể do sử dụng đại từ 'Ông ấy' mà không có ngữ cảnh trước đó. | Xác định câu hỏi thiếu đối tượng pháp lý cụ thể do cụm từ 'quy định' không chỉ rõ văn bản nào.,,3320.22
clarify_eval_098,Bà ấy có được miễn hoặc giảm nghĩa vụ đó không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay đối tượng pháp lý liên quan, dẫn đến thiếu retrieval target nghiêm trọng.","Vui lòng cung cấp thêm thông tin về chủ thể (ai là 'bà ấy') và nội dung cụ thể của 'nghĩa vụ đó' (liên quan đến lĩnh vực nào, văn bản pháp lý nào) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có ngữ cảnh tiền đề. | Nhận thấy không thể xác định chủ thể, hành vi hoặc văn bản pháp lý cụ thể để truy xuất thông tin.",,4064.96
clarify_eval_099,Họ phải gửi văn bản này cho cơ quan nào?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu retrieval target nghiêm trọng.,Bạn vui lòng cung cấp thêm thông tin về 'Họ' (chủ thể cụ thể là ai?) và 'văn bản này' (tên hoặc số hiệu văn bản pháp lý là gì?) để tôi có thể hỗ trợ chính xác.,"Xác định câu hỏi chứa đại từ 'Họ' và danh từ 'văn bản này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy không có thông tin về chủ thể, lĩnh vực pháp lý hoặc số hiệu văn bản để thực hiện truy xuất.",,5179.32
clarify_eval_100,Người đó có bị xử phạt trong trường hợp này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Người đó' và cụm từ 'trường hợp này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay tình huống pháp lý đang được đề cập. Thiếu hoàn toàn retrieval target (chủ thể, hành vi, văn bản pháp lý) khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp thêm thông tin về 'người đó' (ví dụ: tên, vai trò) và mô tả chi tiết 'trường hợp này' (hành vi cụ thể, văn bản pháp lý liên quan) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Người đó' và tham chiếu 'trường hợp này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu hoàn toàn thông tin về chủ thể, hành vi vi phạm hoặc văn bản pháp lý liên quan, không thể thực hiện truy xuất.",,5430.59
clarify_eval_101,Bên đó có phải chịu trách nhiệm theo hợp đồng không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Bên đó' và 'hợp đồng' mà không có ngữ cảnh hội thoại hoặc thông tin định danh cụ thể (số hiệu hợp đồng, tên các bên, lĩnh vực). Thiếu retrieval target nghiêm trọng khiến hệ thống không thể xác định văn bản pháp lý hoặc điều khoản cần tra cứu.","Bạn vui lòng cung cấp thêm thông tin về các bên tham gia hợp đồng, lĩnh vực của hợp đồng hoặc số hiệu hợp đồng để tôi có thể xác định chính xác trách nhiệm pháp lý?","Xác định câu hỏi chứa đại từ 'Bên đó' và danh từ chung 'hợp đồng' nhưng không có ngữ cảnh lịch sử hội thoại để giải quyết. | Nhận thấy thiếu hoàn toàn thông tin định danh (chủ thể, đối tượng, lĩnh vực) cần thiết để truy xuất cơ sở pháp lý chính xác.",,4985.71
clarify_eval_102,Cơ quan đó có thẩm quyền giải quyết việc này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Cơ quan đó' và 'việc này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc sự việc đang được đề cập. Thiếu hoàn toàn retrieval target (chủ thể, hành vi, lĩnh vực) khiến việc truy xuất pháp lý không thể thực hiện được.","Bạn vui lòng cung cấp thêm thông tin về 'việc này' (hành vi, sự việc cụ thể) và 'cơ quan đó' (tên cơ quan hoặc lĩnh vực liên quan) để tôi có thể xác định thẩm quyền giải quyết chính xác.","Xác định câu hỏi chứa đại từ 'Cơ quan đó' và 'việc này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu thông tin về chủ thể, hành vi hoặc lĩnh vực pháp lý cần tra cứu. | Kết luận câu hỏi không thể trả lời nếu không có thông tin bổ sung từ người dùng.",,4214.12
clarify_eval_103,Ông ấy có quyền yêu cầu bồi thường theo quy định không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Ông ấy' và cụm từ 'quy định' mà không có ngữ cảnh hội thoại hoặc thông tin cụ thể nào (như số hiệu văn bản, lĩnh vực, hành vi) để xác định chủ thể và cơ sở pháp lý cần tra cứu. Đây là trường hợp thiếu retrieval target nghiêm trọng.","Bạn vui lòng cung cấp thêm thông tin về 'Ông ấy' (ví dụ: vai trò, hành vi cụ thể) và 'quy định' mà bạn đang đề cập (ví dụ: tên văn bản, lĩnh vực pháp lý, hoặc số hiệu văn bản) để tôi có thể hỗ trợ chính xác.",Xác định câu hỏi chứa đại từ 'Ông ấy' và danh từ chung 'quy định' không được định danh cụ thể. | Kiểm tra lịch sử hội thoại thấy không có thông tin nào để giải quyết các tham chiếu này. | Kết luận thiếu thông tin cần thiết để xác định chủ thể và văn bản pháp lý áp dụng.,,3426.09
clarify_eval_104,Bà ấy có được miễn hoặc giảm nghĩa vụ đó không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay đối tượng pháp lý liên quan. Thiếu retrieval target nghiêm trọng.,"Vui lòng cung cấp thêm thông tin về chủ thể (ai là 'bà ấy') và nội dung cụ thể của 'nghĩa vụ đó' (liên quan đến lĩnh vực nào, văn bản pháp lý nào) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' không có ngữ cảnh tham chiếu. | Kiểm tra lịch sử hội thoại: trống rỗng, không có thông tin để giải quyết đại từ. | Kết luận: Không thể xác định chủ thể hay nội dung nghĩa vụ để truy xuất văn bản pháp lý.",,3187.27
clarify_eval_105,Họ phải gửi văn bản này cho cơ quan nào?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu retrieval target nghiêm trọng.,"Bạn vui lòng cung cấp thêm thông tin về chủ thể ('Họ' là ai?) và văn bản pháp lý cụ thể ('văn bản này' là văn bản nào, số hiệu ra sao?) để tôi có thể hỗ trợ chính xác?","Xác định câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có ngữ cảnh tiền đề. | Không thể xác định chủ thể, hành vi hay văn bản pháp lý cụ thể để thực hiện truy xuất.",,2914.6
clarify_eval_106,Người đó có bị xử phạt trong trường hợp này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi sử dụng đại từ 'Người đó' và cụm từ 'trường hợp này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay tình huống pháp lý đang được đề cập. Điều này khiến câu hỏi thiếu hoàn toàn 'retrieval target' (mục tiêu truy xuất) cần thiết để xác định văn bản pháp lý hoặc hành vi cần tra cứu.,"Bạn vui lòng cung cấp thêm thông tin về 'người đó' (ví dụ: tên, vai trò, hành vi cụ thể) và 'trường hợp này' (ví dụ: sự việc đã xảy ra, văn bản pháp lý liên quan) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Người đó' và tham chiếu 'trường hợp này' mà không có ngữ cảnh tiền đề. | Nhận thấy không có thông tin về chủ thể, hành vi, hoặc lĩnh vực pháp lý cụ thể để thực hiện truy xuất. | Kết luận câu hỏi không thể trả lời được nếu không có thông tin bổ sung, cần làm rõ ngữ cảnh.",,3623.18
clarify_eval_107,Bên đó có phải chịu trách nhiệm theo hợp đồng không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Bên đó' và 'hợp đồng' mà không có ngữ cảnh hội thoại hoặc thông tin định danh cụ thể (số hiệu hợp đồng, tên các bên, lĩnh vực), khiến retrieval target không xác định được.","Bạn vui lòng cung cấp thêm thông tin về hợp đồng này (ví dụ: số hiệu, tên các bên, lĩnh vực) và xác định 'Bên đó' là bên nào trong hợp đồng để tôi có thể tra cứu chính xác?",Xác định câu hỏi thiếu chủ thể cụ thể ('Bên đó') và đối tượng pháp lý cụ thể ('hợp đồng' nào). | Kiểm tra lịch sử hội thoại: không có dữ liệu để giải quyết đại từ hoặc xác định ngữ cảnh hợp đồng. | Kết luận: Thiếu thông tin cần thiết để truy xuất văn bản hoặc điều khoản pháp lý chính xác.,,3219.52
clarify_eval_108,Cơ quan đó có thẩm quyền giải quyết việc này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi sử dụng đại từ 'Cơ quan đó' và 'việc này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc đối tượng pháp lý đang được đề cập. Thiếu retrieval target nghiêm trọng khiến việc truy xuất thông tin chính xác là không thể.,"Bạn vui lòng cung cấp thêm thông tin về 'việc này' (ví dụ: loại thủ tục, hành vi cụ thể) và 'cơ quan đó' (tên cơ quan hoặc lĩnh vực quản lý) để tôi có thể xác định thẩm quyền giải quyết chính xác.","Xác định câu hỏi chứa đại từ 'Cơ quan đó' và 'việc này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu hoàn toàn thông tin về chủ thể, hành vi hoặc lĩnh vực pháp lý cần tra cứu.",,3117.13
clarify_eval_109,Ông ấy có quyền yêu cầu bồi thường theo quy định không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Ông ấy' và cụm từ 'quy định' nhưng không có ngữ cảnh hội thoại hoặc thông tin cụ thể nào (chủ thể, hành vi, lĩnh vực, văn bản pháp luật) để xác định đối tượng và cơ sở pháp lý cần tra cứu. Đây là trường hợp thiếu retrieval target nghiêm trọng.","Bạn vui lòng cung cấp thêm thông tin về 'Ông ấy' (ví dụ: tên, vai trò, hành vi cụ thể) và 'quy định' mà bạn đang đề cập (ví dụ: tên văn bản pháp luật, lĩnh vực liên quan, hoặc tình huống cụ thể) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi thiếu chủ thể cụ thể ('Ông ấy' không được định nghĩa trong lịch sử hội thoại). | Xác định câu hỏi thiếu đối tượng pháp lý cụ thể ('quy định' không chỉ rõ văn bản, điều khoản hay lĩnh vực nào). | Kết luận không thể thực hiện truy xuất thông tin pháp lý chính xác mà không có thêm thông tin.",,3554.22
clarify_eval_110,Bà ấy có được miễn hoặc giảm nghĩa vụ đó không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay đối tượng pháp lý liên quan, dẫn đến thiếu retrieval target nghiêm trọng.","Bạn vui lòng cung cấp thêm thông tin về chủ thể (ai là 'bà ấy') và nội dung cụ thể của 'nghĩa vụ đó' (liên quan đến lĩnh vực nào, văn bản pháp lý nào) để tôi có thể hỗ trợ chính xác?","Xác định câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có ngữ cảnh tiền đề. | Nhận thấy không có thông tin về chủ thể, hành vi hoặc văn bản pháp lý cụ thể để thực hiện truy xuất.",,4630.46
clarify_eval_111,Họ phải gửi văn bản này cho cơ quan nào?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu retrieval target nghiêm trọng.,Bạn vui lòng cung cấp thêm thông tin về chủ thể 'họ' (ai là người phải gửi) và 'văn bản này' (tên hoặc số hiệu văn bản pháp lý cụ thể) để tôi có thể trả lời chính xác.,Xác định câu hỏi chứa đại từ 'Họ' và danh từ 'văn bản này' nhưng không có ngữ cảnh tiền đề. | Không thể xác định chủ thể cần gửi hay văn bản cần gửi do thiếu thông tin trong lịch sử hội thoại.,,4750.38
clarify_eval_112,Người đó có bị xử phạt trong trường hợp này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Người đó' và cụm từ 'trường hợp này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay tình huống pháp lý đang được đề cập. Thiếu hoàn toàn retrieval target (chủ thể, hành vi, văn bản pháp lý) nên không thể thực hiện truy xuất.",Vui lòng cung cấp thông tin về chủ thể ('người đó') và mô tả chi tiết về 'trường hợp' hoặc hành vi cụ thể mà bạn đang thắc mắc để tôi có thể tra cứu quy định pháp lý phù hợp.,"Xác định câu hỏi chứa đại từ 'Người đó' và tham chiếu 'trường hợp này' nhưng không có ngữ cảnh tiền đề. | Nhận thấy thiếu thông tin bắt buộc về chủ thể, hành vi vi phạm hoặc văn bản pháp lý liên quan để định hướng truy xuất.",,6783.68
